DEPTH(m),RHOB(g_cm^3),DRHO,DRRT,PEF,IDRO,IDDR,IDPE,MRP_T2(%),BFV_T2(%),FFV_T2(%),T2LM_T2(ms),TNPH(%),GR(gAPI)
230.4528,1.9136,0.0721,0.0595,3.4407,1.9234,0.0649,3.5295,44.5566,44.509,0.0476,3.5586,51.158,67.7503
230.6052,1.9062,0.0606,0.0675,3.3749,1.9257,0.0572,3.5105,43.9525,43.9525,0.0,3.4839,53.1097,69.9001
230.7576,1.9081,0.048,0.0779,3.4926,1.9207,0.0382,3.5769,43.262,43.262,0.0,3.4283,53.2858,71.6012
230.91,1.9366,0.0559,0.062,3.5127,1.9517,0.0505,3.5545,42.6702,42.6702,0.0,3.4312,56.3622,70.9564
231.0624,1.9497,0.067,0.0336,3.5844,1.9611,0.0647,3.4909,41.8386,41.8386,0.0,3.4174,55.1755,69.3794
231.2148,1.955,0.0703,0.0244,3.5707,1.9489,0.0635,3.7762,41.3463,41.3463,0.0,3.3743,55.0856,66.9699
231.3672,1.9568,0.0692,0.0371,3.5173,1.9518,0.0616,3.6896,40.6829,40.6829,0.0,3.3844,52.0633,68.2007
231.5196,1.9634,0.0663,0.0511,3.5012,1.9639,0.0579,3.6658,40.0639,40.0133,0.0506,3.536,50.7818,67.469
231.672,1.9735,0.0707,0.0521,3.4843,1.9808,0.0628,3.5076,39.446,39.3876,0.0584,3.5565,51.0344,65.694
231.8244,1.9794,0.0758,0.0618,3.4416,1.9782,0.0613,3.3049,38.4219,38.4219,0.0,3.5928,52.3158,62.7225
231.9768,1.9849,0.0753,0.0797,3.412,1.9906,0.058,3.157,37.4737,37.4737,0.0,3.5845,52.4928,61.1616
232.1292,1.9873,0.0698,0.0897,3.411,1.9885,0.0493,3.1884,36.8144,36.8144,0.0,3.5958,51.5299,59.925
232.2816,2.0037,0.0726,0.083,3.453,2.005,0.0555,3.3585,36.433,36.433,0.0,3.5319,50.8751,59.4984
232.434,2.0091,0.0982,0.0409,3.5004,1.9992,0.0834,3.4576,36.3184,36.3184,0.0,3.6034,51.0433,59.2306
232.5864,1.9997,0.1171,0.0247,3.4748,1.9928,0.1077,3.5388,35.2782,35.2163,0.062,3.6549,49.3501,59.8457
232.7388,1.9777,0.1219,0.0259,3.4224,1.9735,0.1111,3.4875,35.6006,35.44,0.1606,3.6602,48.1303,59.5492
232.8912,1.9686,0.1118,0.0405,3.3852,1.9632,0.0966,3.451,35.4941,35.4941,0.0,3.5727,45.9559,59.8672
233.0436,1.9563,0.0897,0.034,3.3867,1.9474,0.0745,3.4078,35.2931,35.2313,0.0618,3.65,48.7577,61.2281
233.196,1.9669,0.0784,0.0343,3.4797,1.9908,0.0909,3.5293,35.2323,35.2323,0.0,3.587,47.299,62.5053
233.3484,1.988,0.0722,0.0355,3.4802,1.9726,0.0581,3.4595,35.4287,35.4287,0.0,3.5763,46.3974,64.6883
233.5008,2.016,0.0828,0.0446,3.4771,2.0109,0.0706,3.4186,35.5373,35.5373,0.0,3.5488,48.2532,64.6465
233.6532,2.0115,0.0824,0.0433,3.4452,2.0181,0.0753,3.3011,35.7512,35.7512,0.0,3.545,47.7816,61.8758
233.8056,1.9907,0.0739,0.0586,3.3307,1.9841,0.0573,3.1815,36.0004,36.0004,0.0,3.5744,47.8779,60.8644
233.958,1.9786,0.0718,0.0611,3.3827,1.9846,0.0574,3.1995,36.4599,36.4599,0.0,3.689,42.0775,62.1107
234.1104,1.9835,0.0816,0.0446,3.4204,1.9897,0.0746,3.4471,36.3302,36.3302,0.0,3.639,43.2203,62.9473
234.2628,1.9802,0.0876,0.0101,3.5725,1.9969,0.093,3.6312,37.5376,37.5376,0.0,3.5684,45.5083,62.8713
234.4152,1.9786,0.0918,0.0069,3.52,2.0024,0.1005,3.4076,37.4465,37.4465,0.0,3.5964,50.1086,61.4773
234.5676,1.9675,0.087,0.0295,3.4513,1.9806,0.0916,3.4604,37.7955,37.7955,0.0,3.6271,50.388,63.3067
234.72,1.9703,0.0866,0.041,3.4694,1.9648,0.0786,3.3183,38.5866,38.5866,0.0,3.6602,51.2452,66.1514
234.8724,1.97,0.0812,0.0579,3.4667,1.9628,0.0689,3.2999,38.8226,38.8226,0.0,3.6153,50.5162,66.1293
235.0248,1.9673,0.0723,0.0513,3.4877,1.9593,0.06,3.4194,38.9883,38.9883,0.0,3.6699,50.3619,66.911
235.1772,1.9573,0.0498,0.0455,3.4524,1.9513,0.0401,3.3875,39.549,39.549,0.0,3.6728,50.4085,65.3515
235.3296,1.9677,0.0398,0.0374,3.4979,1.9685,0.0349,3.5016,39.9971,39.9971,0.0,3.7453,50.0224,65.9741
235.482,1.9792,0.0298,0.0389,3.5333,1.9846,0.0244,3.4622,40.1448,40.1448,0.0,3.6683,48.8783,65.4716
235.6344,1.9966,0.0353,0.0399,3.496,2.0079,0.0317,3.3722,40.0096,40.0096,0.0,3.622,46.6902,63.6579
235.7868,2.0078,0.0418,0.0351,3.5211,2.0064,0.0323,3.4822,40.6411,40.6411,0.0,3.6383,47.9015,63.3638
235.9392,2.0142,0.0508,0.0591,3.4887,2.0155,0.039,3.461,40.9639,40.9639,0.0,3.6945,52.0573,60.5945
236.0916,2.0152,0.057,0.0609,3.5283,2.0232,0.0469,3.5088,41.66,41.66,0.0,3.6948,52.3712,60.871
236.244,2.0051,0.0619,0.0683,3.5133,2.0182,0.0512,3.5381,41.7387,41.7387,0.0,3.643,51.8215,61.5362
236.3964,2.0009,0.0671,0.0704,3.6464,2.003,0.0524,3.5949,41.8699,41.8699,0.0,3.6125,48.5083,63.768
236.5488,1.9948,0.0672,0.0837,3.6777,2.0017,0.0518,3.543,42.7135,42.7135,0.0,3.5855,50.7289,65.3418
236.7012,1.9876,0.0627,0.0883,3.7024,1.9911,0.0444,3.4852,42.9504,42.9504,0.0,3.5662,52.0507,66.1037
236.8536,1.9871,0.0637,0.077,3.5778,2.0048,0.0563,3.4494,42.8913,42.8913,0.0,3.5643,54.4911,64.2577
237.006,1.9719,0.0626,0.0718,3.5912,1.9679,0.0446,3.3903,42.718,42.718,0.0,3.574,51.4491,66.2925
237.1584,1.9554,0.0566,0.0648,3.5815,1.9627,0.052,3.4404,42.8308,42.8308,0.0,3.6604,50.5985,66.8638
237.3108,1.9478,0.0501,0.1108,3.5704,1.9239,0.0241,3.5694,43.0808,42.9499,0.131,3.7335,48.7053,67.777
237.4632,1.9588,0.0487,0.1565,3.5106,1.9461,0.0138,3.7499,42.6777,42.6752,0.0025,3.7215,50.3536,65.849
237.6156,1.9832,0.0525,0.1998,3.5633,1.963,0.0053,3.8315,42.5569,42.5088,0.0481,3.7689,50.7132,64.2421
237.768,1.9889,0.0504,0.1752,3.5351,2.0069,0.02,3.6393,41.9247,41.9227,0.002,3.7901,51.0249,68.6768
237.9204,1.9933,0.0498,0.1348,3.5536,2.0178,0.0333,3.7286,41.4188,41.4188,0.0,3.8674,51.3832,69.22
238.0728,1.9965,0.0478,0.1049,3.513,2.0184,0.036,3.6909,41.0812,41.0812,0.0,3.8706,51.338,69.649
238.2252,2.0226,0.0607,0.0624,3.5549,2.0333,0.0507,3.4393,40.768,40.768,0.0,3.9415,51.2338,67.9991
238.3776,2.0161,0.0679,0.0389,3.5533,2.0197,0.0609,3.4839,40.8147,40.8147,0.0,3.9545,51.0022,66.333
238.53,2.0043,0.0631,0.0491,3.5249,1.9995,0.052,3.5736,40.8708,40.8708,0.0,3.9766,50.2118,66.234
238.6824,1.9767,0.0419,0.0563,3.5193,1.9799,0.0318,3.4961,40.9007,40.9007,0.0,3.9882,47.9929,64.1934
238.8348,1.991,0.0318,0.0743,3.5708,1.9787,0.0108,3.5024,41.1623,41.1623,0.0,3.9072,47.67,65.1888
238.9872,2.0129,0.0415,0.0768,3.5666,2.0101,0.0234,3.5052,41.78,41.78,0.0,3.9067,50.0462,66.6072
239.1396,2.0109,0.0508,0.0926,3.5612,2.017,0.0341,3.5594,42.3742,42.3742,0.0,3.8683,52.8613,68.0424
239.292,1.994,0.0501,0.0901,3.5849,2.0102,0.0379,3.6309,42.1111,42.1111,0.0,3.8336,53.0892,67.5528
239.4444,1.9584,0.0371,0.0774,3.6115,1.97,0.023,3.594,42.8635,42.7136,0.1499,3.8556,52.378,66.4222
239.5968,1.9446,0.0281,0.0733,3.6486,1.9526,0.012,3.6256,43.7462,43.3147,0.4315,3.9124,50.4104,69.0437
239.7492,1.9419,0.0276,0.0735,3.6491,1.95,0.0103,3.7064,43.5577,42.9169,0.6408,4.0394,48.6696,69.5934
239.9016,1.9403,0.0258,0.0791,3.6378,1.9521,0.0096,3.7331,43.1114,42.3947,0.7166,4.0433,50.6987,67.9144
240.054,1.9422,0.0254,0.085,3.6607,1.954,0.0102,3.706,43.1161,42.4785,0.6376,3.9386,50.7971,63.9474
240.2064,1.9453,0.0275,0.0759,3.6381,1.9478,0.0121,3.5548,42.8171,42.1276,0.6896,3.9413,50.8361,64.3624
240.3588,1.9677,0.0433,0.0598,3.6967,1.9755,0.042,3.6321,43.1644,42.0986,1.0658,4.1155,48.1267,66.3039
240.5112,1.9714,0.0526,0.0416,3.6367,1.9858,0.0526,3.6241,42.7543,41.8298,0.9245,4.0295,49.6619,68.0686
240.6636,1.9827,0.0595,0.056,3.6056,1.9924,0.0524,3.4503,42.4014,41.3878,1.0136,4.0228,51.4457,66.4853
240.816,1.9732,0.0578,0.0747,3.5518,1.9766,0.0441,3.4248,41.6192,40.7612,0.858,3.9272,51.2749,66.2723
240.9684,1.9831,0.0625,0.0863,3.4945,1.9899,0.0494,3.5213,41.439,40.6739,0.7651,3.8938,51.1012,66.0147
241.1208,1.9762,0.0623,0.0686,3.404,1.992,0.0534,3.4422,40.9956,40.2074,0.7882,4.0051,50.1873,67.3028
241.2732,1.9752,0.0582,0.0512,3.3929,1.9931,0.0523,3.3231,40.5915,40.1405,0.451,3.8491,49.6735,66.9721
241.4256,1.9765,0.0562,0.0446,3.4986,1.9865,0.05,3.3767,40.5047,40.2422,0.2625,3.7469,49.2329,67.3632
241.578,1.9678,0.0499,0.0445,3.5692,1.9748,0.0432,3.4902,39.663,39.663,0.0,3.6917,50.1591,66.6133
241.7304,1.9743,0.0526,0.0375,3.5551,1.9771,0.044,3.5395,39.1626,39.1473,0.0152,3.7947,50.3638,68.12
241.8828,1.9627,0.0474,0.0329,3.5246,1.9651,0.0409,3.4862,39.4932,39.4932,0.0,3.8604,50.9926,66.101
242.0352,1.9646,0.044,0.0331,3.5231,1.9697,0.0378,3.3989,39.3272,39.3272,0.0,3.8421,51.3517,68.2739
242.1876,1.9577,0.0375,0.0376,3.5114,1.9621,0.0317,3.457,39.4158,39.4158,0.0,3.8488,51.1312,67.5296
242.34,1.9705,0.0422,0.031,3.521,1.9774,0.0379,3.4765,39.1192,39.1192,0.0,3.9083,50.2683,69.9762
242.4924,1.9812,0.0458,0.0336,3.6008,1.9877,0.0399,3.353,39.1794,39.1794,0.0,3.9215,49.2123,68.3715
242.6448,2.0149,0.066,0.0299,3.5297,2.0217,0.0585,3.4594,39.6048,39.6048,0.0,3.8876,51.0413,67.6345
242.7972,1.9936,0.0591,0.0243,3.6198,1.9991,0.0559,3.4929,39.5817,39.5817,0.0,3.86,51.6234,65.5817
242.9496,1.9977,0.064,0.0187,3.4727,2.0045,0.0616,3.371,39.8583,39.8583,0.0,3.8868,51.1842,64.7528
243.102,1.9637,0.0473,0.0275,3.6185,1.9535,0.0363,3.4256,40.0704,40.0704,0.0,3.8687,50.2022,64.6462
243.2544,2.0057,0.0724,0.042,3.4727,2.0085,0.0644,3.3029,40.6907,40.6907,0.0,3.7943,51.9176,66.07
243.4068,1.9645,0.0547,0.0423,3.5518,1.9661,0.0459,3.5389,40.5546,40.5546,0.0,3.7698,54.1414,66.2482
243.5592,1.9802,0.0599,0.0461,3.573,1.9809,0.0478,3.4769,40.0546,39.9803,0.0743,3.8023,53.1532,67.2286
243.7116,1.9668,0.0411,0.0448,3.6085,1.9526,0.0201,3.5525,39.9506,39.8661,0.0844,3.8544,51.5887,65.8897
243.864,2.004,0.0563,0.0468,3.6416,1.9957,0.0421,3.5978,39.3607,39.3607,0.0,3.825,51.5254,65.4185
244.0164,2.0055,0.0581,0.0448,3.5645,2.0034,0.0479,3.6543,39.5382,39.5382,0.0,3.8952,52.0663,62.0631
244.1688,1.9924,0.0511,0.032,3.5969,1.9846,0.0406,3.6371,39.7117,39.7117,0.0,3.989,52.608,63.3102
244.3212,1.995,0.0458,0.037,3.55,1.9935,0.0359,3.5534,39.277,39.277,0.0,4.1193,51.5604,64.9063
244.4736,1.9977,0.047,0.0466,3.5304,1.9926,0.033,3.4201,38.7439,38.7439,0.0,4.2086,52.4802,67.3037
244.626,2.0173,0.0545,0.0526,3.4849,2.0218,0.0431,3.398,38.2907,38.2907,0.0,4.1626,51.6735,66.2396
244.7784,2.0214,0.0645,0.0478,3.4817,2.0298,0.0574,3.3647,38.228,38.228,0.0,4.2373,50.6752,63.9215
244.9308,2.0187,0.0633,0.0491,3.5068,2.03,0.0585,3.4352,38.0156,38.0156,0.0,4.3116,47.8003,61.9966
245.0832,2.0282,0.0893,0.0434,3.5097,2.034,0.0839,3.4185,38.4576,38.4576,0.0,4.317,47.2052,60.7871
245.2356,2.0227,0.0994,0.0386,3.461,2.0313,0.0965,3.3754,38.7424,38.7424,0.0,4.2757,48.5026,60.6602
245.388,2.0142,0.1113,0.0248,3.3748,2.0208,0.1093,3.2418,39.2818,39.2818,0.0,4.1729,50.6658,60.9787
245.5404,1.9889,0.0995,0.0246,3.3652,1.9884,0.0949,3.2644,40.0707,40.0707,0.0,4.1288,50.7582,60.3664
245.6928,1.9853,0.0983,0.0293,3.3301,1.9799,0.0903,3.2706,40.5101,40.5101,0.0,3.9948,50.5016,60.2368
245.8452,1.9882,0.1023,0.0318,3.4582,1.9916,0.0989,3.5468,40.184,40.184,0.0,3.9513,49.2839,61.2647
245.9976,1.9766,0.0912,0.0212,3.4862,1.9826,0.0908,3.3732,40.1707,40.1707,0.0,3.8732,49.596,62.539
246.15,1.9455,0.0534,0.0273,3.6266,1.9477,0.0484,3.4464,40.5841,40.5841,0.0,3.835,50.055,64.8359
246.3024,1.954,0.0339,0.0408,3.6137,1.9586,0.0275,3.4873,41.0535,41.0535,0.0,3.8768,50.5456,66.5689
246.4548,1.9765,0.0277,0.0652,3.6278,1.9794,0.0157,3.5917,41.1757,41.1757,0.0,3.8561,50.5179,64.7679
246.6072,2.0046,0.0405,0.0788,3.6263,2.0065,0.0245,3.766,41.4142,41.4142,0.0,3.7715,49.0703,65.2583
246.7596,2.0051,0.0438,0.1186,3.5726,2.0017,0.015,3.5649,41.0112,41.0112,0.0,3.6493,47.7424,64.4135
246.912,1.9916,0.0403,0.1205,3.6069,2.0006,0.0155,3.5441,41.4952,41.4952,0.0,3.5875,46.2734,66.6469
247.0644,2.0056,0.0579,0.1118,3.5808,2.0172,0.0383,3.4332,41.6099,41.536,0.074,3.6541,48.3368,65.6098
247.2168,1.9969,0.0725,0.1014,3.5533,2.008,0.0551,3.382,41.4958,41.4958,0.0,3.6011,50.4127,64.477
247.3692,1.9906,0.0847,0.0948,3.4766,1.9972,0.0664,3.386,41.4247,41.4247,0.0,3.7237,49.1389,66.0792
247.5216,1.9729,0.081,0.0802,3.4571,1.9814,0.0653,3.4306,42.0347,41.9341,0.1006,3.7144,45.5273,66.7471
247.674,1.9613,0.0666,0.0676,3.4868,1.9708,0.0569,3.516,42.3859,42.3066,0.0793,3.7514,45.1603,70.0741
247.8264,1.9679,0.0674,0.0815,3.5224,1.9614,0.0481,3.4859,42.4298,42.4298,0.0,3.7091,47.3282,68.5076
247.9788,1.9685,0.066,0.0826,3.5209,1.9765,0.0537,3.4454,42.3015,42.3015,0.0,3.67,50.8656,67.6059
248.1312,1.9727,0.0656,0.0717,3.5066,1.9867,0.0569,3.4698,42.1373,42.0889,0.0484,3.6466,49.0676,66.5426
248.2836,1.9645,0.0593,0.0579,3.5705,1.9802,0.0535,3.671,42.2297,42.2297,0.0,3.611,50.1425,67.3222
248.436,1.974,0.062,0.0506,3.5343,1.9825,0.0548,3.6195,42.2771,42.2771,0.0,3.6989,48.3658,68.026
248.5884,1.9569,0.0586,0.0358,3.6139,1.9611,0.0516,3.5805,42.7412,42.7412,0.0,3.7208,51.5798,68.0333
248.7408,1.9651,0.0657,0.0285,3.5896,1.9748,0.0613,3.4379,43.1828,43.1828,0.0,3.7409,50.7602,68.1913
248.8932,1.9609,0.0739,0.0302,3.5912,1.9657,0.0661,3.6214,43.5391,43.5391,0.0,3.7643,51.2354,69.4781
249.0456,1.9524,0.0763,0.0418,3.4254,1.9627,0.0693,3.4795,44.0376,44.0376,0.0,3.7734,48.9715,68.5613
249.198,1.9465,0.0782,0.0443,3.4725,1.9571,0.0721,3.6206,44.5145,44.5145,0.0,3.7973,49.6947,68.9189
249.3504,1.9218,0.0684,0.0701,3.5453,1.9299,0.0585,3.5406,45.1462,45.1462,0.0,3.7249,51.2086,68.0237
249.5028,1.9086,0.0725,0.0768,3.6609,1.9302,0.0683,3.7722,45.2977,45.2977,0.0,3.6995,53.0249,68.1381
249.6552,1.8809,0.0787,0.0982,3.5605,1.8958,0.059,3.5836,45.4102,45.4102,0.0,3.7563,55.243,69.4612
249.8076,1.8597,0.088,0.1216,3.5287,1.8935,0.0673,3.6693,45.8769,45.8769,0.0,3.7414,53.6138,68.6849
249.96,1.8481,0.098,0.1728,3.4997,1.8883,0.0647,3.7749,46.1085,45.8456,0.2629,3.8869,54.5548,68.9058
250.1124,1.8429,0.0969,0.1609,3.4496,1.9006,0.0673,3.7679,46.7082,46.2699,0.4383,3.8954,52.5821,67.4336
250.2648,1.8755,0.1031,0.1667,3.4016,1.925,0.0677,3.6102,45.82,45.3585,0.4615,3.9343,53.1746,69.3087
250.4172,1.9245,0.1048,0.1374,3.3922,1.9571,0.0766,3.4528,43.9779,43.7222,0.2557,3.8163,51.513,69.8648
250.5696,1.9471,0.0909,0.0831,3.457,1.964,0.0742,3.4761,43.161,43.0288,0.1322,3.6836,53.9249,68.7765
250.722,1.9339,0.0853,0.0667,3.4525,1.9621,0.0784,3.4952,42.113,42.0689,0.0442,3.5459,52.5826,67.2205
250.8744,1.897,0.0871,0.1099,3.5224,1.936,0.071,3.5287,41.2255,41.2255,0.0,3.4463,51.1908,68.4924
251.0268,1.9024,0.0996,0.1512,3.4821,1.9242,0.0646,3.5567,40.8441,40.8441,0.0,3.4278,47.5603,69.7208
251.1792,1.9217,0.0966,0.135,3.4698,1.9471,0.0721,3.7214,41.2764,41.2203,0.0561,3.4934,49.3038,70.0087
251.3316,1.9424,0.0932,0.0939,3.352,1.9573,0.0724,3.5669,41.6964,41.5909,0.1055,3.4678,51.1929,68.2848
251.484,1.9103,0.0927,0.076,3.3598,1.9452,0.0838,3.5514,42.0678,41.9431,0.1247,3.473,52.5996,70.5162
251.6364,1.8749,0.0826,0.0719,3.4244,1.9108,0.0765,3.5468,41.954,41.954,0.0,3.4107,53.6496,71.9883
251.7888,1.8564,0.0707,0.0681,3.4648,1.8942,0.0637,3.7327,41.8114,41.8114,0.0,3.4164,54.8062,71.5263
251.9412,1.8653,0.0684,0.0705,3.4987,1.9026,0.064,3.764,42.016,42.016,0.0,3.3562,52.7173,68.5825
252.0936,1.8645,0.0826,0.0979,3.4618,1.9007,0.0732,3.7671,43.3669,43.3487,0.0182,3.3876,52.5099,67.5716
252.246,1.8342,0.084,0.0639,3.4792,1.8595,0.0694,3.831,43.6141,43.6141,0.0,3.432,53.1769,69.9737
252.3984,1.8204,0.0827,0.0568,3.3954,1.8479,0.0677,3.6731,44.7387,44.7387,0.0,3.5375,56.6488,73.4913
252.5508,1.8119,0.0718,0.0765,3.3997,1.8301,0.0536,3.6805,46.2554,45.9718,0.2836,3.739,58.573,75.666
252.7032,1.8239,0.0676,0.0748,3.3835,1.8422,0.0542,3.5055,47.4015,47.0268,0.3746,3.9033,58.3145,77.6263
252.8556,1.8126,0.0618,0.0676,3.4568,1.8245,0.0499,3.3582,47.5618,47.1701,0.3917,3.9113,58.7114,76.985
253.008,1.7869,0.0655,0.0856,3.41,1.8144,0.0585,3.3308,47.4423,47.3167,0.1256,3.7759,58.2842,77.8793
253.1604,1.7536,0.074,0.1031,3.4394,1.7852,0.0638,3.4568,47.6959,47.4472,0.2487,3.8781,59.378,79.1181
253.3128,1.7527,0.0855,0.068,3.4115,1.7818,0.0779,3.4046,48.7359,48.2722,0.4637,3.9672,58.2089,80.7448
253.4652,1.7681,0.0781,0.0815,3.46,1.7778,0.0609,3.5782,49.2093,48.6678,0.5414,4.0004,56.4455,79.7002
253.6176,1.814,0.0751,0.0976,3.4759,1.8378,0.0602,3.7772,49.2337,48.6733,0.5604,4.0564,55.4362,76.6706
253.77,1.8453,0.067,0.0775,3.4484,1.8633,0.0537,3.6858,48.4908,47.822,0.6688,4.2831,55.8425,76.265
253.9224,1.8859,0.0708,0.0772,3.4639,1.9009,0.059,3.6672,49.1876,48.403,0.7846,4.2483,57.1805,76.3631
254.0748,1.9311,0.084,0.0462,3.3323,1.9426,0.0761,3.4597,48.6902,47.8161,0.874,4.284,55.3196,79.0538
254.2272,1.9526,0.0928,0.0347,3.2513,1.9549,0.0856,3.2573,48.5298,47.7847,0.7451,4.2286,53.3977,77.0926
254.3796,1.967,0.1059,0.0202,3.1563,1.95,0.0963,3.2438,47.6888,47.0927,0.5961,4.2426,51.3815,77.0683
254.532,1.9558,0.1018,0.0215,3.2181,1.9644,0.1034,3.2228,47.3218,46.7324,0.5895,4.2371,52.3777,75.6809
254.6844,1.9584,0.1014,0.0196,3.3158,1.9437,0.0917,3.211,47.1331,46.6105,0.5226,4.2416,54.8777,74.5494
254.8368,1.9539,0.0972,0.0267,3.3624,1.9441,0.0869,3.2742,46.7838,46.2661,0.5177,4.2986,51.3786,76.5522
254.9892,1.9515,0.095,0.0172,3.3851,1.9405,0.0868,3.2937,46.4678,45.9412,0.5267,4.3203,49.1581,74.1557
255.1416,1.949,0.0925,0.0154,3.377,1.9472,0.0887,3.187,46.1654,45.8331,0.3323,4.2979,47.2254,75.07
255.294,1.9479,0.0899,0.0107,3.4111,1.9502,0.0889,3.286,46.4253,45.6851,0.7402,4.5341,51.9466,73.5385
255.4464,1.9392,0.0789,0.0127,3.5003,1.9518,0.0824,3.432,45.9134,45.386,0.5274,4.3498,53.3046,74.9254
255.5988,1.9427,0.0673,0.0341,3.4999,1.9435,0.0615,3.4276,45.1685,44.6492,0.5193,4.3546,51.5988,78.0702
255.7512,1.925,0.0726,0.0272,3.4841,1.9295,0.0685,3.4994,45.5047,44.9875,0.5172,4.3226,50.5394,78.2262
255.9036,1.9305,0.079,0.0239,3.4047,1.9391,0.0869,3.5713,45.5023,44.8221,0.6802,4.3659,50.8022,81.5995
256.056,1.9271,0.1,0.0113,3.4127,1.937,0.1021,3.5046,45.4952,45.0186,0.4766,4.2079,52.4228,79.1381
256.2084,1.937,0.0924,0.0186,3.4065,1.9535,0.0946,3.5218,45.3692,45.0616,0.3076,4.0354,53.3731,78.6993
256.3608,1.9197,0.065,0.0166,3.3829,1.9385,0.0701,3.6615,45.6988,45.2302,0.4686,4.1032,51.4335,75.2111
256.5132,1.917,0.0378,0.0102,3.4519,1.9318,0.0422,3.7301,45.8583,45.5222,0.3361,3.9737,51.3493,73.884
256.6656,1.9385,0.022,0.0364,3.5719,1.9388,0.0161,3.5304,45.6943,45.551,0.1433,3.9303,51.5916,70.1512
256.818,1.9744,0.035,0.0487,3.7528,1.9667,0.0225,3.725,45.9579,45.7038,0.2541,3.9296,52.3285,68.9079
256.9704,1.9763,0.0479,0.0595,3.7118,1.9859,0.0411,3.7087,45.7954,45.7954,0.0,3.7987,50.9258,68.2992
257.1228,1.9212,0.052,0.0518,3.6986,1.94,0.0466,3.5811,46.5827,46.5827,0.0,3.7649,50.8598,71.1991
257.2752,1.875,0.0657,0.0766,3.5328,1.9063,0.0521,3.6253,47.6405,47.6405,0.0,3.8144,52.0423,73.4622
257.4276,1.8307,0.0817,0.1086,3.4799,1.882,0.0662,3.6601,47.3491,47.1366,0.2125,3.9218,55.1959,72.445
257.58,1.792,0.0837,0.1397,3.4754,1.8507,0.0673,3.6971,47.4139,46.8766,0.5373,4.0491,56.0576,69.044
257.7324,1.7706,0.0841,0.1458,3.5145,1.8205,0.0614,3.7239,47.8311,46.9108,0.9204,4.1623,57.2528,65.6216
257.8848,1.7456,0.073,0.146,3.6267,1.7835,0.0445,3.7462,47.7957,46.8044,0.9913,4.1923,55.9746,65.1083
258.0372,1.7589,0.0867,0.1552,3.5801,1.7723,0.0495,3.5032,47.343,46.2466,1.0964,4.1485,54.9476,66.691
258.1896,1.7522,0.0866,0.1094,3.7216,1.7587,0.0582,3.6762,46.8271,45.5578,1.2693,4.1291,54.9697,66.8823
258.342,1.7622,0.0936,0.0619,3.7043,1.7731,0.075,3.6351,46.1213,45.091,1.0303,3.9507,55.2048,71.1638
258.4944,1.7616,0.0846,0.0318,3.8538,1.7644,0.0672,3.8663,45.5635,44.7065,0.857,3.8559,56.7622,76.5626
258.6468,1.7838,0.0718,0.0338,3.6515,1.7898,0.0629,3.6151,44.8721,44.2827,0.5894,3.7827,55.4371,79.436
258.7992,1.8251,0.063,0.0351,3.5411,1.8333,0.0582,3.7087,43.8923,43.4678,0.4245,3.7264,55.4987,78.8005
258.9516,1.8715,0.0583,0.0328,3.3271,1.879,0.0544,3.4022,42.5272,42.3382,0.189,3.5827,55.469,72.5916
259.104,1.8947,0.0573,0.037,3.3689,1.8856,0.0467,3.2611,42.0346,42.0346,0.0,3.3327,56.123,72.6294
259.2564,1.9072,0.057,0.0445,3.3346,1.9173,0.0526,3.3246,41.3567,41.3567,0.0,3.1618,55.2091,72.4354
259.4088,1.9149,0.0555,0.0447,3.395,1.9289,0.0501,3.2878,40.4154,40.4154,0.0,2.9886,51.7629,72.1143
259.5612,1.9227,0.051,0.0267,3.3471,1.9386,0.0512,3.3327,39.7886,39.7886,0.0,2.8727,51.5677,70.5914
259.7136,1.9264,0.0499,0.0173,3.421,1.9348,0.0497,3.4197,39.4781,39.4781,0.0,2.8174,50.6171,68.8603
259.866,1.9321,0.0525,0.0084,3.3548,1.936,0.0529,3.2893,38.987,38.987,0.0,2.7641,53.7543,71.5961
260.0184,1.9365,0.0611,0.0155,3.339,1.9408,0.0599,3.3182,38.761,38.761,0.0,2.802,53.5567,72.3703
260.1708,1.927,0.0587,0.0218,3.2845,1.9222,0.052,3.2019,38.0067,38.0067,0.0,2.7793,56.1424,72.3562
260.3232,1.9249,0.0554,0.0203,3.2804,1.9272,0.0511,3.3276,37.693,37.693,0.0,2.793,55.536,75.5093
260.4756,1.9289,0.0527,0.0246,3.283,1.9394,0.0559,3.5711,37.6254,37.6254,0.0,2.7771,55.2309,75.5704
260.628,1.954,0.0815,0.0136,3.2536,1.9695,0.0849,3.4446,37.3298,37.3298,0.0,2.7802,54.7079,79.3967
260.7804,1.9417,0.0998,0.0116,3.2139,1.9407,0.0972,3.3151,37.2998,37.2998,0.0,2.8067,54.5428,78.2338
260.9328,1.9273,0.1058,0.0075,3.18,1.9274,0.1045,3.3262,37.3163,37.3163,0.0,2.8113,55.5136,77.0814
261.0852,1.8986,0.0977,0.0041,3.1533,1.8997,0.0964,3.0873,36.557,36.557,0.0,2.8184,54.8535,73.522
261.2376,1.892,0.0951,0.0139,3.1429,1.8959,0.0937,3.0513,36.187,36.187,0.0,2.8556,52.7979,72.446
261.39,1.8888,0.1029,0.0167,3.1392,1.8907,0.1003,3.2116,35.9799,35.9799,0.0,2.8448,52.5266,75.8705
