DEPTH(m),RHOB(g_cm^3),DRHO,DRRT,PEF,IDRO,IDDR,IDPE,MRP_T2(%),BFV_T2(%),FFV_T2(%),T2LM_T2(ms),TNPH(%),GR(gAPI)
135.8124,1.7896,0.0222,0.1052,3.4333,1.7986,-0.0006,3.3762,47.8999,47.8999,0.0,3.4739,53.3926,77.3135
135.9648,1.7743,0.0179,0.1122,3.4023,1.7889,-0.0017,3.3567,47.1081,47.1081,0.0,3.3075,52.4003,79.9065
136.1172,1.765,0.0145,0.1134,3.3445,1.7842,-0.0029,3.3279,45.959,45.959,0.0,3.2439,54.3469,80.974
136.2696,1.7631,0.0191,0.1213,3.4135,1.7758,-0.003,3.5536,45.2253,45.2253,0.0,3.1506,54.2873,75.9541
136.422,1.7646,0.0224,0.1309,3.4387,1.779,-0.0026,3.5365,44.554,44.5051,0.0489,3.1369,56.4877,75.7679
136.5744,1.7555,0.023,0.145,3.4732,1.7682,-0.0062,3.4883,43.4867,43.4867,0.0,3.0078,55.5301,75.574
136.7268,1.7516,0.0192,0.1356,3.3802,1.7681,-0.0046,3.4154,42.9226,42.9226,0.0,2.9737,58.1888,75.5303
136.8792,1.7544,0.0172,0.1111,3.391,1.7737,0.0023,3.3134,42.8865,42.8865,0.0,2.9279,58.7709,74.0695
137.0316,1.7641,0.0151,0.0701,3.4666,1.7829,0.0074,3.4514,43.3341,43.2088,0.1253,3.0132,59.1351,72.4111
137.184,1.7587,0.0096,0.0726,3.5114,1.7785,0.001,3.4961,44.0997,43.649,0.4507,3.1748,56.6853,71.4458
137.3364,1.7428,-0.001,0.0668,3.3648,1.7644,-0.0083,3.3455,46.2379,45.0183,1.2196,3.5053,56.6018,72.9634
137.4888,1.7086,0.001,0.1062,3.4202,1.7276,-0.0136,3.4791,47.488,46.1387,1.3493,3.6643,57.0071,74.1291
137.6412,1.6817,0.0122,0.1543,3.5539,1.7027,-0.014,3.4305,47.7652,46.4784,1.2868,3.7016,59.9874,73.2384
137.7936,1.6613,0.0299,0.1822,3.7576,1.692,-0.002,3.7486,47.0916,46.108,0.9836,3.5664,62.5919,68.5679
137.946,1.6561,0.0337,0.2182,3.798,1.6904,-0.0052,3.9388,46.3472,45.3377,1.0095,3.5191,63.3704,64.6515
138.0984,1.6681,0.0357,0.2048,3.7819,1.7064,0.0013,4.0837,46.3317,44.9737,1.358,3.5906,64.3642,63.1818
138.2508,1.696,0.0389,0.1845,3.6968,1.7195,0.0019,3.9624,47.1528,45.3355,1.8174,3.7546,61.999,59.257
138.4032,1.7194,0.0427,0.1654,3.5686,1.7428,0.0094,3.7374,46.9375,45.2118,1.7256,3.8412,59.7561,56.0565
138.5556,1.7336,0.0497,0.1597,3.491,1.7527,0.0147,3.6377,46.6659,45.0164,1.6495,3.854,57.2552,51.5785
138.708,1.724,0.0493,0.1754,3.5289,1.7519,0.0143,3.5469,46.6911,44.9903,1.7008,3.8059,56.0731,54.076
138.8604,1.7168,0.05,0.1848,3.5381,1.7413,0.0123,3.6187,46.4994,44.6114,1.888,3.9038,55.567,56.2652
139.0128,1.6971,0.0417,0.192,3.5766,1.7278,0.0051,3.6104,43.905,43.2226,0.6824,3.4585,56.5803,61.5233
139.1652,1.6892,0.0389,0.1868,3.5762,1.7175,0.0021,3.8276,43.0741,42.3886,0.6855,3.4365,54.7918,64.0324
139.3176,1.6761,0.0333,0.1678,3.7016,1.7016,-0.0003,3.7897,43.2541,42.4818,0.7723,3.4928,55.1488,66.8752
139.47,1.6769,0.0339,0.1478,3.7452,1.6961,0.0057,3.928,44.2825,43.065,1.2175,3.6088,56.1801,67.4327
139.6224,1.6776,0.0308,0.1475,3.7848,1.6982,0.0051,3.7592,44.8895,43.9336,0.9559,3.6201,57.4442,64.7685
139.7748,1.6918,0.0394,0.1328,3.7067,1.7181,0.017,3.9196,45.0787,44.3345,0.7442,3.6003,58.6822,63.4788
139.9272,1.697,0.0421,0.1388,3.6137,1.7265,0.0156,3.6642,45.1983,44.4307,0.7676,3.596,58.344,63.4363
140.0796,1.7217,0.0554,0.1281,3.5088,1.7435,0.0325,3.6645,45.0118,44.1652,0.8466,3.5895,61.4175,65.756
140.232,1.7397,0.0542,0.1134,3.3761,1.7532,0.0353,3.4134,45.553,44.271,1.282,3.7253,59.2122,65.3671
140.3844,1.7561,0.0515,0.0946,3.4024,1.7733,0.0421,3.4902,45.4588,44.314,1.1448,3.7382,57.4635,65.3603
140.5368,1.7524,0.0379,0.0888,3.3733,1.7671,0.0249,3.3603,46.0316,44.9357,1.0959,3.6978,58.0429,64.9979
140.6892,1.7284,0.02,0.0864,3.4617,1.7462,0.0073,3.4764,46.6447,45.4231,1.2216,3.7042,59.4036,70.3392
140.8416,1.6957,0.007,0.0894,3.5186,1.7185,-0.004,3.4079,46.6711,45.3729,1.2982,3.6827,63.9475,75.7649
140.994,1.6608,0.0055,0.0874,3.7335,1.6894,-0.0046,3.6727,46.3794,45.2063,1.1731,3.6784,62.026,78.0531
141.1464,1.6328,0.0161,0.1174,3.87,1.6664,0.0029,3.7677,45.299,44.2707,1.0283,3.6265,58.9138,74.4164
141.2988,1.6239,0.0272,0.148,3.9933,1.6502,0.0005,3.8958,44.6365,43.3923,1.2442,3.6742,55.0079,66.7269
141.4512,1.6117,0.0239,0.1617,3.985,1.6287,-0.0074,4.1502,44.2241,43.002,1.2222,3.6494,55.3079,60.6959
141.6036,1.6234,0.0285,0.1223,3.88,1.6353,0.0046,3.937,43.0608,42.244,0.8168,3.5062,58.5069,53.9424
141.756,1.6342,0.0339,0.1076,3.8137,1.6385,0.0075,4.0631,42.3526,41.52,0.8326,3.5246,59.6809,52.1749
141.9084,1.6638,0.0401,0.1047,3.7484,1.6821,0.0174,3.8339,39.6398,39.4631,0.1766,3.2133,57.7391,50.0633
142.0608,1.7016,0.0261,0.1099,3.8294,1.7208,0.0055,4.0259,38.8629,38.8437,0.0192,3.0954,57.0401,53.9926
142.2132,1.7693,0.0151,0.0814,3.76,1.7947,0.0071,3.791,38.7516,38.6381,0.1135,3.121,57.5536,56.501
142.3656,1.8458,0.0209,0.0539,3.6321,1.8585,0.0151,3.595,38.7218,38.6819,0.0399,3.2086,55.3806,64.0854
142.518,1.905,0.0563,0.0507,3.3688,1.9194,0.0503,3.4199,38.653,38.653,0.0,3.2859,55.4919,69.4493
142.6704,1.9027,0.0787,0.0406,3.3391,1.9113,0.0717,3.3705,39.2575,39.2575,0.0,3.3648,54.9736,74.1242
142.8228,1.8837,0.0895,0.0264,3.3979,1.8903,0.0875,3.4096,40.5176,40.5176,0.0,3.609,54.1612,77.2284
142.9752,1.8376,0.0567,0.0208,3.6033,1.8494,0.0592,3.5086,41.8178,41.8178,0.0,3.8662,52.4107,78.6326
143.1276,1.8732,0.0627,0.0472,3.5052,1.8713,0.0573,3.5028,43.0083,43.0083,0.0,3.9828,51.583,79.0866
143.28,1.8478,0.0375,0.1098,3.496,1.8281,0.0086,3.5268,45.1535,45.1535,0.0,4.1757,54.3886,77.3629
143.4324,1.8865,0.0533,0.1837,3.4805,1.8623,0.0044,3.4124,47.1954,47.1954,0.0,4.3626,55.1493,76.8611
143.5848,1.8791,0.0398,0.2297,3.5326,1.8712,-0.0127,3.3828,49.374,49.374,0.0,4.4329,54.3106,78.0931
143.7372,1.9252,0.051,0.2139,3.4667,1.9344,0.0071,3.5367,50.2427,50.0124,0.2303,4.6021,52.2161,77.4635
143.8896,1.9265,0.0473,0.2057,3.3936,1.9443,0.0102,3.3682,50.3869,50.313,0.0739,4.6504,52.2349,76.7908
144.042,1.9166,0.042,0.221,3.3998,1.9249,-0.0006,3.3498,50.7393,50.7393,0.0,4.4419,54.1414,73.9251
144.1944,1.9269,0.0494,0.203,3.511,1.9364,0.0107,3.4392,51.2055,50.8817,0.3238,4.6148,52.6608,74.5815
144.3468,1.92,0.0518,0.1572,3.5568,1.9305,0.0254,3.7308,51.3139,50.7144,0.5996,4.7859,53.1183,74.674
144.4992,1.9176,0.0571,0.1165,3.5736,1.9294,0.036,3.4661,51.8845,51.1203,0.7642,4.7997,52.6579,76.0031
144.6516,1.9061,0.0547,0.0849,3.5677,1.9204,0.0412,3.4777,51.3351,50.997,0.3381,4.496,55.564,76.4883
144.804,1.9037,0.0545,0.0789,3.592,1.9122,0.0394,3.4405,50.3358,50.1133,0.2226,4.4031,51.9463,73.7097
144.9564,1.8948,0.0505,0.0725,3.6902,1.8991,0.0337,3.5941,49.5227,49.5227,0.0,4.3127,51.7241,73.7351
145.1088,1.8814,0.0436,0.093,3.6161,1.8809,0.0188,3.5179,49.0516,49.0516,0.0,4.4268,51.8041,73.186
145.2612,1.8727,0.0396,0.1048,3.62,1.8812,0.0144,3.6555,49.2939,49.2939,0.0,4.4581,55.8196,74.5469
145.4136,1.8737,0.0289,0.0952,3.5712,1.9045,0.015,3.6626,49.615,49.615,0.0,4.4644,55.1133,73.9899
145.566,1.8914,0.0304,0.1083,3.5639,1.9276,0.0171,3.5586,49.4418,49.4418,0.0,4.3608,54.2559,73.4796
145.7184,1.9005,0.0344,0.1109,3.5746,1.9244,0.0162,3.4712,49.0873,49.0873,0.0,4.4025,52.3965,73.9266
145.8708,1.8981,0.0401,0.1348,3.5234,1.9171,0.0135,3.3733,49.3631,49.3631,0.0,4.2392,51.4511,71.3158
146.0232,1.8877,0.0407,0.1308,3.4558,1.915,0.0179,3.3813,49.8234,49.8234,0.0,4.241,51.9537,67.3662
146.1756,1.8766,0.0385,0.1254,3.3558,1.9048,0.0197,3.4546,49.4574,49.4574,0.0,4.2213,50.5315,66.0079
146.328,1.8644,0.0331,0.1237,3.3894,1.8876,0.0141,3.483,49.716,49.716,0.0,4.2095,52.7989,67.6196
146.4804,1.8601,0.0292,0.1254,3.4974,1.8749,0.0046,3.5616,50.8723,50.8723,0.0,4.1538,53.0088,71.1748
146.6328,1.8808,0.0428,0.1447,3.5679,1.8875,0.0086,3.5782,51.2299,51.2299,0.0,4.1552,55.7463,70.8367
146.7852,1.9069,0.0645,0.1765,3.4712,1.9184,0.0246,3.4434,51.8179,51.8179,0.0,4.094,53.0431,69.9521
146.9376,1.9256,0.089,0.2018,3.4396,1.9471,0.0497,3.3235,51.9482,51.9482,0.0,4.0858,51.6556,68.8434
147.09,1.92,0.0896,0.2039,3.3515,1.9471,0.0534,3.2863,52.6324,52.2507,0.3817,4.2214,51.9331,68.0263
147.2424,1.923,0.093,0.197,3.3963,1.9558,0.0623,3.4117,53.3866,52.9685,0.418,4.3025,52.045,67.5263
147.3948,1.9157,0.081,0.1851,3.3921,1.943,0.0495,3.505,53.4726,53.0527,0.4199,4.3615,51.7431,66.3198
147.5472,1.9163,0.0766,0.1783,3.4311,1.9332,0.0403,3.423,53.3939,53.075,0.319,4.3439,51.2914,66.745
147.6996,1.9136,0.0728,0.1549,3.4122,1.922,0.0388,3.4284,53.6168,53.3012,0.3156,4.2744,51.4246,66.8352
147.852,1.9046,0.0733,0.1343,3.4174,1.9123,0.0426,3.4098,53.5315,53.2112,0.3202,4.272,51.9014,69.3545
148.0044,1.9014,0.0711,0.1109,3.4515,1.913,0.0478,3.5159,53.7371,53.5593,0.1779,4.1476,52.656,70.2502
148.1568,1.8898,0.0623,0.1043,3.5582,1.8997,0.0403,3.5927,53.8287,53.671,0.1577,4.1768,54.4536,70.3086
148.3092,1.8786,0.0565,0.1028,3.7273,1.8907,0.0388,3.7216,54.3045,54.0651,0.2395,4.1345,55.8446,69.5382
148.4616,1.8358,0.0397,0.1023,3.8399,1.832,0.0165,3.8797,54.7886,54.5372,0.2514,4.1244,54.3731,69.8496
148.614,1.8052,0.0404,0.089,3.7646,1.8211,0.0254,3.8168,55.2703,55.0112,0.259,4.1002,53.6449,69.2652
148.7664,1.7799,0.0337,0.0933,3.6972,1.8006,0.0199,3.7485,55.6077,55.2785,0.3293,4.08,57.4335,67.6239
148.9188,1.7706,0.0343,0.0762,3.6088,1.8007,0.0254,3.7165,56.2594,55.6836,0.5758,4.0506,58.9282,66.4561
